UID,Friends,Followee,Like Records,Groups
81,"[3, 5, 6, 7, 8, 14, 15, 19, 23, 25, 28, 31, 32, 33, 39, 40, 47, 48, 54, 55, 57, 58, 59, 60, 61, 62, 66, 68, 69, 71, 72, 73, 74, 75, 76, 80, 61, 34, 7, 62, 30, 33, 78, 16, 80, 82, 84, 86, 87, 91, 95, 97, 98, 99]","[68, 12, 83, 62, 55, 86, 61, 35, 80, 43, 60, 81, 13, 94, 41, 24, 10, 36, 84, 71, 88, 25, 40, 69, 30, 52, 15, 8, 59, 95, 74, 51, 20, 98, 28, 18, 93, 11, 3, 39, 89, 79, 99, 32, 45, 65, 72, 78, 6, 0, 64, 29, 14, 57, 4, 31, 63, 73, 1, 17, 37, 7, 75, 49, 82, 48, 66, 44, 92, 16, 96, 5, 21, 2, 33, 76, 34]","['(17,73)', '(66,14)', '(55,98)', '(60,97)', '(55,19)', '(51,45)', '(31,64)', '(51,59)', '(50,29)', '(43,49)', '(19,39)', '(37,27)', '(77,34)', '(28,9)', '(52,76)', '(88,64)', '(50,76)', '(88,53)', '(85,0)', '(48,89)', '(74,96)', '(52,27)', '(44,91)']","[1, 1, 0, 1, 0]"
82,"[1, 3, 6, 8, 15, 19, 22, 23, 25, 27, 29, 31, 32, 35, 36, 39, 45, 47, 48, 50, 51, 54, 55, 57, 58, 59, 60, 62, 64, 65, 66, 68, 71, 73, 74, 75, 76, 80, 93, 71, 14, 26, 95, 13, 56, 33, 67, 43, 27, 90, 16, 29, 19, 64, 25, 23, 82, 82, 91, 98, 30, 65, 15, 75, 32, 22, 28, 4, 11, 9, 81, 50, 88, 42, 58, 66, 1, 51, 7, 80, 8, 70, 76, 44, 5, 97, 34, 0, 49, 96, 73, 87, 47, 57, 68, 54, 2, 99, 85, 78, 41, 31, 52, 84, 3, 10, 94, 74, 12, 72, 62, 17, 20, 37, 21, 40, 45, 89, 60, 39, 24, 6, 53, 59, 55, 92, 77, 48, 46, 18, 36, 35, 61, 86, 69, 83, 63, 83, 87, 93, 97, 99]","[94, 80, 63, 41, 66, 76, 85]","['(66,97)', '(3,39)', '(96,93)', '(68,77)', '(43,60)', '(12,24)', '(81,94)', '(64,8)', '(63,92)', '(67,71)', '(46,17)', '(92,65)', '(45,45)', '(96,7)', '(62,24)', '(75,42)', '(2,35)', '(70,18)', '(60,85)', '(71,1)', '(74,17)', '(94,92)', '(48,44)', '(87,83)', '(94,12)', '(57,27)', '(21,89)', '(60,76)', '(13,67)', '(17,85)', '(95,40)', '(40,71)', '(93,77)', '(71,28)', '(25,83)', '(36,18)', '(31,76)', '(60,53)', '(41,54)', '(86,67)', '(75,67)', '(13,63)', '(68,52)', '(49,75)', '(88,81)', '(55,98)', '(30,100)', '(8,74)', '(51,45)', '(15,1)', '(22,13)', '(72,16)', '(81,63)', '(93,83)', '(87,9)', '(59,47)', '(16,5)', '(4,80)', '(10,81)', '(41,20)', '(12,47)', '(29,52)', '(61,50)', '(90,27)', '(58,22)', '(43,29)', '(88,91)', '(63,15)', '(72,66)', '(28,2)', '(29,54)', '(10,67)', '(69,85)', '(47,22)', '(62,6)', '(47,8)', '(80,99)', '(58,85)', '(74,32)', '(95,48)', '(12,72)', '(79,80)', '(24,39)', '(11,83)', '(99,64)', '(33,56)', '(19,53)', '(2,20)', '(76,33)']","[1, 1, 1, 1, 1]"
83,"[1, 3, 4, 5, 9, 10, 13, 15, 18, 23, 25, 27, 28, 29, 31, 32, 34, 35, 36, 39, 40, 47, 49, 50, 51, 52, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65, 67, 68, 69, 71, 73, 75, 77, 78, 80, 82, 52, 74, 47, 37, 4, 94, 50, 93, 64, 41, 32, 2, 35, 46, 72, 82, 25, 75, 66, 48, 60, 62, 53, 43, 89, 8, 96, 85, 67, 87, 38, 88, 99, 54, 95, 78, 10, 17, 51, 30, 90, 33, 26, 39, 79, 97, 83, 83, 40, 12, 55, 77, 76, 91, 1, 69, 5, 45, 23, 84, 87, 95, 97, 98, 99]","[18, 47, 65, 97, 0, 72, 91, 83, 23, 89, 36, 81, 12, 44, 43, 80, 64, 39, 46, 94, 34, 32, 54, 17]","['(77,24)', '(30,67)', '(91,2)', '(69,27)', '(25,76)', '(83,19)', '(12,36)', '(52,28)', '(16,8)', '(67,67)', '(3,58)', '(15,64)', '(11,20)', '(55,71)', '(50,11)', '(95,36)', '(88,65)', '(57,65)', '(25,55)', '(97,3)', '(42,55)', '(2,35)', '(15,49)', '(75,89)', '(81,60)', '(94,16)', '(57,72)', '(45,86)', '(88,79)', '(71,64)', '(16,12)', '(93,86)', '(73,28)', '(27,41)', '(40,76)', '(83,90)', '(47,64)', '(28,52)', '(65,40)', '(21,91)', '(84,94)', '(72,13)', '(16,70)', '(10,48)', '(82,26)', '(81,85)', '(50,80)', '(57,29)', '(57,9)', '(32,75)', '(61,20)', '(2,29)', '(63,27)', '(5,12)', '(52,95)', '(38,99)', '(51,45)', '(21,46)', '(22,13)', '(29,48)', '(54,13)', '(45,100)', '(3,47)', '(42,25)', '(63,93)', '(44,69)', '(58,28)', '(23,7)', '(32,53)', '(4,39)', '(83,43)', '(78,7)', '(5,42)', '(76,19)', '(20,36)', '(40,35)', '(89,50)', '(3,3)', '(49,44)', '(1,31)', '(32,98)', '(22,8)', '(65,38)', '(17,80)', '(32,91)', '(80,72)', '(6,100)', '(81,18)', '(58,46)', '(61,75)', '(93,28)', '(62,8)', '(30,13)', '(21,8)', '(69,87)', '(80,48)', '(85,87)']","[1, 0, 0, 0, 1]"
84,"[0, 1, 3, 6, 7, 8, 14, 15, 16, 19, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 36, 37, 39, 40, 43, 45, 47, 48, 50, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65, 66, 68, 71, 75, 76, 77, 80, 82, 64, 12, 4, 21, 98, 6, 84, 84, 47, 62, 11, 83, 81, 67, 89, 85, 19, 49, 18, 40, 99, 90, 86, 87, 95, 97, 99]","[83, 34, 1, 78, 60, 59, 35, 28, 13, 4, 46, 9, 88, 3, 11, 15, 22, 45, 10, 66, 76, 73, 91, 97, 31, 32, 63, 53, 72, 21, 71, 55, 7, 90, 42, 44, 12, 43, 51, 85, 47, 69, 95, 41, 39, 61, 48, 40, 2, 0, 56, 57, 99, 54, 92, 38, 19, 36, 79, 18]","['(16,66)', '(16,73)', '(58,32)', '(76,6)', '(79,36)', '(50,3)', '(60,59)', '(13,94)', '(32,59)', '(36,1)', '(38,82)', '(2,47)', '(30,28)', '(46,45)', '(40,13)', '(85,54)', '(65,96)', '(92,12)', '(82,97)', '(3,17)', '(72,32)', '(57,45)', '(30,66)', '(86,88)', '(85,18)', '(59,54)', '(83,90)', '(100,99)', '(77,13)', '(33,29)', '(86,32)', '(48,68)', '(17,6)', '(81,15)', '(78,16)', '(23,41)', '(0,6)', '(92,91)', '(89,33)', '(93,37)', '(93,13)', '(9,46)', '(35,66)', '(64,33)', '(94,1)', '(68,4)', '(14,29)', '(18,40)', '(68,21)', '(98,68)', '(17,61)', '(88,9)', '(90,51)', '(10,38)', '(98,5)', '(63,33)', '(14,47)', '(0,2)', '(22,19)', '(75,52)', '(24,98)', '(69,75)', '(65,30)', '(26,32)', '(78,46)', '(55,91)', '(13,83)', '(96,26)', '(100,91)', '(55,8)', '(49,98)', '(80,58)', '(83,56)', '(59,23)', '(48,95)', '(24,52)', '(73,77)', '(59,7)', '(37,61)', '(19,12)', '(42,98)', '(47,90)', '(76,99)', '(89,19)', '(100,41)', '(50,71)', '(90,56)', '(1,45)', '(2,20)', '(90,12)', '(19,70)', '(74,31)', '(58,38)', '(53,44)', '(63,78)']","[1, 1, 0, 1, 0]"
85,"[0, 1, 3, 5, 6, 8, 9, 11, 13, 15, 19, 21, 22, 23, 26, 27, 29, 31, 32, 34, 35, 36, 39, 40, 43, 46, 47, 49, 51, 53, 54, 55, 56, 57, 58, 59, 60, 62, 64, 65, 66, 67, 68, 69, 71, 73, 74, 76, 78, 80, 82, 83, 84, 35, 85, 85, 12, 56, 93, 64, 34, 48, 76, 90, 13, 54, 8, 50, 1, 55, 80, 86, 78, 98, 22, 36, 15, 42, 61, 30, 4, 97, 91, 59, 14, 96, 47, 45, 25, 27, 70, 23, 68, 60, 63, 49, 37, 74, 95, 97, 98, 99]","[87, 12, 99, 72, 96, 79, 68, 39, 94, 29, 34, 92, 70, 78, 81, 2, 40, 8, 77, 90, 55, 50, 83, 11, 1, 6, 9, 74, 26, 25, 28, 75, 45, 22, 57, 67, 35, 21, 7, 49, 76, 31, 13, 20, 58, 30, 19, 5, 23, 95, 41, 36, 15, 66, 48, 89]","['(7,65)', '(30,87)', '(41,24)', '(22,39)', '(53,56)', '(68,26)', '(46,85)', '(50,84)', '(94,51)', '(11,14)', '(13,64)', '(87,62)', '(91,35)', '(58,73)', '(98,33)', '(39,16)', '(62,48)', '(98,93)', '(83,87)', '(24,74)', '(100,54)', '(13,57)', '(61,58)', '(58,95)', '(10,50)', '(9,15)', '(21,30)', '(65,24)', '(48,40)', '(68,1)', '(52,94)', '(75,61)', '(15,86)', '(12,79)', '(58,28)', '(0,50)', '(50,52)', '(53,45)', '(68,81)', '(58,40)', '(46,23)', '(98,18)', '(76,22)', '(72,64)', '(56,17)', '(37,57)', '(25,21)', '(47,71)', '(38,88)', '(63,86)', '(10,65)', '(50,81)', '(44,4)', '(46,84)', '(96,46)', '(73,36)', '(13,44)', '(62,26)', '(42,77)', '(25,84)', '(95,67)', '(84,45)', '(95,11)', '(53,33)']","[0, 1, 0, 1, 1]"
86,"[0, 3, 6, 7, 8, 14, 15, 18, 23, 25, 27, 29, 31, 34, 36, 37, 39, 40, 43, 45, 46, 47, 50, 51, 55, 56, 57, 58, 59, 60, 64, 67, 68, 69, 73, 76, 77, 78, 80, 82, 85, 36, 2, 40, 70, 24, 42, 81, 80, 76, 75, 55, 8, 52, 68, 63, 91, 17, 5, 18, 26, 71, 66, 33, 46, 57, 20, 3, 59, 16, 69, 50, 77, 93, 10, 37, 32, 90, 84, 61, 14, 93, 95, 97, 99]","[1, 47, 41, 53, 91, 34, 25, 46, 32, 31, 78, 89, 30, 22, 13, 61, 56, 27, 62, 88, 21, 17, 69, 59, 96, 86, 50, 70, 49, 52, 98, 51, 97, 66, 11, 23, 6, 35, 26, 9, 18, 5, 45, 42, 28, 67, 58, 3, 24, 37, 83, 16, 90, 20, 60]","['(5,93)', '(53,92)', '(9,23)', '(36,100)', '(73,18)', '(100,99)', '(82,56)', '(73,94)', '(37,58)', '(26,6)', '(3,90)', '(11,10)', '(66,7)', '(89,47)', '(98,4)', '(90,8)', '(97,38)', '(62,100)', '(81,89)']","[0, 1, 1, 0, 0]"
87,"[3, 5, 6, 7, 8, 9, 14, 15, 16, 18, 20, 21, 23, 25, 27, 28, 32, 33, 35, 36, 37, 39, 41, 43, 46, 47, 48, 50, 51, 54, 55, 57, 58, 59, 60, 61, 64, 68, 71, 80, 82, 83, 11, 58, 31, 60, 7, 37, 62, 66, 48, 77, 64, 22, 3, 84, 95, 59, 55, 96, 35, 79, 75, 38, 67, 21, 68, 43, 17, 61, 32, 41, 20, 2, 15, 27, 63, 1, 80, 71, 81, 34, 57, 82, 47, 45, 88, 70, 89, 97, 54, 73, 19, 12, 74, 18, 49, 83, 78, 29, 69, 76, 40, 36, 42, 4, 89, 93, 95, 97, 99]","[43, 58, 45, 27, 11, 73, 69, 70, 49, 64, 17, 97, 1, 77, 63, 54, 47, 29, 35, 71, 42, 2]",[],"[0, 1, 1, 0, 1]"
88,"[0, 1, 3, 5, 6, 9, 12, 14, 15, 18, 19, 22, 23, 25, 27, 29, 31, 35, 36, 39, 40, 45, 47, 48, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 68, 69, 70, 71, 73, 74, 75, 76, 77, 80, 82, 83, 87, 39, 78, 14, 73, 59, 61, 66, 34, 26, 22, 19, 18, 60, 95, 58, 67, 43, 13, 79, 45, 93, 28, 21, 95, 97, 98, 99]","[99, 97, 72, 8, 71, 9, 21, 70, 44, 53, 67, 78, 57, 17, 62, 1, 10, 65, 80, 54, 61, 7, 22, 16, 37, 81, 13, 30, 76, 88, 20, 18, 63, 94, 19, 91, 6, 24, 50, 60, 84, 25, 66, 23, 73, 98, 69, 36, 43, 46, 96, 93, 47, 45, 87, 74, 92, 86, 0, 5, 41, 75, 14, 3, 11, 56]","['(3,64)', '(7,8)', '(36,44)', '(5,37)', '(85,100)', '(77,73)', '(62,47)', '(28,85)', '(51,96)', '(19,5)', '(98,1)', '(86,15)', '(3,56)', '(18,5)', '(17,85)', '(83,51)', '(13,29)', '(1,60)', '(52,2)', '(57,77)', '(28,17)', '(69,84)', '(79,38)', '(63,92)', '(88,59)', '(10,9)', '(27,4)', '(16,98)', '(76,94)', '(16,52)', '(40,25)', '(49,32)', '(2,46)', '(43,80)', '(61,5)', '(75,91)', '(28,90)', '(94,95)', '(0,28)', '(97,34)', '(68,42)', '(49,59)', '(80,10)', '(41,68)', '(41,0)', '(22,48)', '(84,39)', '(98,27)', '(78,92)', '(88,56)', '(26,3)', '(91,1)', '(20,75)', '(94,96)', '(8,36)', '(72,21)', '(38,79)', '(24,99)']","[0, 1, 0, 0, 1]"
89,"[2, 3, 4, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 18, 19, 21, 23, 27, 28, 33, 34, 35, 36, 39, 40, 42, 43, 44, 46, 47, 54, 55, 57, 59, 60, 64, 67, 68, 69, 71, 73, 78, 80, 82, 83, 84, 87, 37, 25, 78, 57, 87, 38, 62, 1, 42, 53, 75, 69, 0, 80, 23, 5, 12, 2, 20, 66, 21, 35, 40, 91, 95, 97]","[81, 25, 43, 28, 84, 73, 1, 6, 22, 66, 3, 33, 39, 99]","['(44,97)', '(47,6)', '(49,94)', '(22,13)', '(28,33)', '(96,95)', '(22,75)', '(81,49)', '(72,39)', '(57,81)', '(30,31)', '(38,47)', '(97,30)', '(10,21)', '(90,54)', '(0,29)', '(13,81)', '(97,17)', '(88,20)', '(62,11)', '(50,52)', '(79,59)', '(21,37)', '(17,20)', '(26,48)', '(62,59)', '(40,16)', '(19,92)', '(49,45)', '(61,1)', '(46,43)', '(28,32)', '(37,28)', '(16,81)', '(70,75)', '(69,86)']","[1, 1, 0, 1, 1]"
90,"[1, 2, 3, 5, 6, 7, 8, 13, 18, 19, 20, 21, 22, 23, 27, 28, 29, 32, 33, 34, 36, 39, 40, 47, 51, 54, 55, 56, 57, 58, 59, 61, 68, 70, 71, 72, 73, 74, 75, 76, 77, 80, 82, 83, 84, 85, 86, 2, 16, 61, 75, 14, 79, 26, 58, 76, 59, 56, 18, 69, 12, 93, 97, 99]","[28, 52, 16, 60, 50, 6, 17, 19, 69, 45, 12, 83, 9, 32, 34, 8, 27, 49, 20, 40]","['(84,98)', '(79,96)', '(62,10)', '(84,92)', '(49,76)', '(74,44)', '(37,4)', '(17,63)', '(23,53)', '(12,100)', '(41,47)', '(36,21)', '(22,13)', '(51,88)', '(85,66)', '(69,64)', '(80,34)', '(77,23)', '(72,4)', '(48,93)', '(3,40)', '(0,40)', '(30,69)', '(93,49)', '(77,97)', '(3,84)', '(0,95)', '(15,28)', '(69,59)', '(6,17)', '(49,64)', '(18,16)', '(95,31)', '(98,43)', '(33,82)', '(83,67)', '(38,45)', '(26,51)', '(32,91)', '(1,44)', '(84,36)', '(27,90)', '(16,52)', '(10,86)', '(51,60)', '(5,88)', '(15,41)', '(6,77)', '(37,40)', '(89,100)', '(82,20)', '(43,7)', '(34,1)', '(70,36)', '(63,9)', '(24,22)', '(61,7)', '(91,60)', '(78,3)', '(26,85)', '(77,38)', '(54,10)', '(47,94)', '(17,22)', '(76,51)', '(16,62)', '(47,31)', '(12,9)', '(22,95)', '(47,65)', '(72,36)', '(30,49)']","[1, 0, 1, 1, 0]"
91,"[1, 3, 5, 6, 8, 10, 15, 18, 19, 21, 23, 28, 29, 31, 36, 37, 39, 40, 43, 45, 46, 47, 49, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 68, 71, 72, 74, 75, 77, 78, 80, 82, 83, 85, 86, 89, 24, 81, 71, 98, 74, 42, 12, 48, 34, 91, 91, 57, 1, 40, 39, 22, 16, 9, 41, 72, 15, 4, 70, 29, 30, 94, 3, 38, 52, 73, 5, 95, 96, 97]","[9, 69, 77, 89, 48, 5, 78, 27, 79, 74, 43, 73, 57, 81, 11, 12, 86, 14, 62, 33, 52, 54, 70, 87, 38, 85, 96, 59, 53, 15, 22, 98, 95, 75, 80, 66, 37, 29, 34, 41, 64, 21, 1, 90, 8, 49, 84, 6, 3, 51, 35, 17, 63, 92, 50, 55, 23]","['(14,78)', '(41,93)', '(66,21)', '(55,33)', '(68,86)', '(29,84)', '(57,63)', '(85,22)', '(34,9)', '(17,49)', '(21,18)', '(15,1)', '(61,67)', '(37,56)', '(42,34)', '(8,97)', '(25,32)', '(69,41)', '(60,40)', '(18,20)', '(84,70)', '(23,90)', '(86,62)', '(61,6)', '(15,99)', '(84,80)', '(71,3)', '(21,21)', '(57,6)', '(39,96)', '(14,44)', '(60,55)', '(11,10)', '(17,81)', '(32,53)', '(72,67)', '(91,68)', '(45,40)', '(2,91)', '(80,55)', '(42,65)', '(84,14)', '(27,89)', '(51,60)', '(23,63)', '(66,69)', '(16,24)', '(65,88)', '(2,2)', '(21,66)', '(47,80)', '(67,74)', '(93,28)', '(88,19)', '(84,1)', '(62,1)', '(66,76)', '(6,48)', '(72,52)', '(6,3)', '(95,67)', '(68,34)', '(88,0)', '(35,47)', '(79,82)', '(56,43)', '(87,44)']","[0, 0, 0, 1, 0]"
92,"[0, 1, 3, 4, 5, 6, 8, 9, 15, 23, 25, 27, 28, 29, 31, 33, 36, 37, 44, 45, 46, 47, 51, 53, 54, 55, 57, 58, 59, 60, 64, 65, 68, 71, 74, 80, 82, 78, 62, 77, 93, 95, 97, 98, 99]","[55, 75, 45, 52, 31, 41, 33, 90, 73, 54, 86, 67, 44, 89, 72, 81, 95, 51, 69, 19, 60, 17, 23, 12, 71, 91, 56, 22, 28, 11]","['(94,47)', '(2,54)', '(12,36)', '(69,83)', '(67,59)', '(11,20)', '(10,40)', '(49,30)', '(73,43)', '(92,7)', '(24,5)', '(74,61)', '(67,57)', '(31,50)', '(61,1)', '(38,37)', '(35,4)', '(41,3)', '(54,35)', '(92,46)', '(78,55)', '(86,6)', '(82,21)', '(86,12)', '(81,72)', '(25,66)', '(56,33)', '(86,31)', '(23,29)', '(89,22)', '(18,70)', '(41,15)', '(46,56)', '(87,68)', '(69,96)', '(92,8)', '(17,91)', '(74,0)', '(88,3)', '(98,21)', '(31,64)', '(19,97)', '(68,25)', '(36,65)', '(80,49)', '(59,71)', '(7,6)', '(85,29)', '(45,32)', '(88,25)', '(81,71)', '(21,90)', '(21,35)', '(83,78)', '(44,58)', '(26,10)', '(39,93)', '(30,94)', '(50,81)', '(85,24)', '(10,55)', '(31,94)', '(28,32)', '(35,86)', '(73,24)', '(5,0)', '(75,66)', '(3,100)', '(21,1)', '(84,51)', '(99,7)', '(76,10)', '(72,77)', '(58,39)', '(55,29)', '(87,45)', '(98,76)', '(12,67)', '(71,26)', '(41,71)', '(92,11)', '(39,23)', '(60,45)', '(80,77)', '(95,34)', '(93,30)', '(91,52)']","[0, 0, 0, 0, 0]"
93,"[1, 3, 4, 6, 8, 12, 14, 19, 21, 23, 25, 27, 28, 30, 32, 33, 35, 36, 39, 45, 47, 48, 51, 52, 54, 55, 56, 57, 58, 59, 60, 61, 62, 68, 71, 74, 75, 76, 77, 82, 83, 85, 86, 88, 47, 82, 66, 52, 97, 42, 12, 34, 87, 15, 28, 78, 26, 39, 31, 18, 11, 69, 44, 95, 35, 86, 71, 3, 40, 92, 55, 43, 45, 64, 80, 73, 24, 8, 9, 57, 67, 30, 59, 90, 60, 99, 6, 36, 5, 1, 76, 72, 29, 14, 70, 56, 32, 98, 48, 77, 25, 95, 97, 99]","[63, 26, 20, 27, 51, 62, 22, 57, 96, 11, 91, 99, 18, 17, 16, 81, 68, 49, 6, 79, 43, 72, 30, 1, 93, 32, 71, 14, 41, 67, 74, 46, 9, 48, 65, 50, 73, 90, 19, 80, 25, 15, 94, 5, 89, 95, 76, 3, 70, 55, 4, 86, 23, 38, 2, 29, 82, 75, 97, 54, 42, 44, 39, 61, 87, 13, 34, 78, 64, 69, 40, 66, 58, 85, 37, 45, 77, 0, 53, 88, 52, 10, 36, 59, 83, 33, 7, 60, 24, 31, 8, 56, 12, 35, 47, 98, 84]","['(61,30)', '(16,66)', '(63,77)', '(42,10)', '(68,19)', '(53,62)', '(56,69)', '(92,53)', '(69,38)', '(12,67)', '(28,84)', '(65,64)', '(28,19)', '(98,74)', '(79,89)', '(55,84)', '(80,12)', '(82,22)', '(94,80)', '(34,75)', '(30,99)', '(31,57)', '(69,91)', '(57,61)']","[0, 0, 1, 0, 0]"
94,"[1, 2, 3, 5, 6, 8, 14, 15, 17, 19, 23, 25, 26, 27, 28, 31, 32, 35, 36, 39, 40, 41, 42, 46, 47, 48, 51, 52, 54, 55, 56, 57, 59, 60, 62, 66, 68, 69, 71, 73, 74, 76, 77, 80, 82, 83, 91, 52, 29, 35, 95, 97, 98]","[30, 95, 46, 8, 2, 69, 29, 84, 45, 78]","['(79,43)', '(27,7)', '(64,9)', '(61,84)', '(99,84)', '(43,65)', '(88,15)', '(88,69)', '(43,93)', '(12,10)', '(87,49)', '(9,99)', '(80,78)', '(40,4)', '(13,46)', '(13,42)', '(0,46)', '(84,20)', '(100,86)', '(2,78)', '(79,38)', '(46,94)', '(11,100)', '(100,59)', '(12,6)', '(38,55)', '(30,80)', '(93,20)', '(54,16)', '(96,27)', '(64,38)', '(59,53)', '(50,24)', '(40,47)', '(12,8)', '(47,46)', '(40,64)', '(30,72)']","[1, 0, 0, 0, 0]"
95,"[1, 3, 5, 6, 7, 8, 9, 11, 13, 14, 15, 19, 21, 23, 25, 26, 28, 31, 33, 34, 35, 36, 37, 39, 40, 49, 51, 54, 55, 56, 57, 58, 59, 60, 61, 65, 68, 69, 71, 73, 75, 77, 78, 80, 82, 83, 87, 88, 93, 40, 72, 75, 92, 58, 62, 51, 22, 69, 36, 61, 1, 28, 34, 96, 67, 33, 91, 39, 12, 63, 11, 88, 74, 3, 27, 9, 73, 44, 68, 85, 97, 30, 35, 70, 17, 66, 87, 6, 25, 52, 14, 76, 43, 5, 7, 98, 20, 32, 83, 19, 79, 16, 4, 86, 50, 0, 8, 46, 94, 77, 38, 47, 78, 93, 81, 13, 60, 89, 31, 59, 95, 95, 55, 54, 84, 29, 18, 23, 65, 80, 98, 99]","[64, 52, 33, 95, 30, 43, 94, 17, 23, 92, 15, 83, 72, 53, 21, 96, 50, 13, 22, 18, 89, 71, 58, 7, 16, 46, 14, 99, 31, 88, 98, 4, 42, 75, 34, 47]","['(52,22)', '(73,20)', '(75,60)', '(11,13)', '(58,70)', '(24,47)', '(27,0)', '(55,58)', '(47,74)', '(32,0)', '(26,58)', '(1,98)', '(98,14)', '(18,36)', '(23,82)', '(21,65)', '(83,34)', '(82,42)', '(45,45)', '(60,6)', '(80,57)', '(8,50)', '(55,60)', '(32,3)', '(0,30)', '(36,29)', '(57,66)', '(25,75)', '(100,55)', '(15,20)', '(37,39)', '(52,6)', '(31,73)', '(78,17)', '(51,79)', '(63,44)', '(20,17)', '(91,59)', '(8,11)', '(68,85)', '(65,94)', '(64,67)', '(5,72)', '(61,71)', '(86,39)', '(3,35)', '(48,43)', '(90,51)', '(62,82)', '(88,70)', '(39,33)', '(78,36)', '(11,36)', '(14,47)', '(100,37)', '(60,34)', '(45,23)', '(92,18)', '(13,1)', '(60,47)', '(89,26)', '(3,3)', '(33,37)', '(97,55)', '(61,24)', '(20,46)', '(40,51)', '(96,13)', '(93,1)', '(89,43)', '(45,74)', '(62,86)', '(42,84)', '(96,88)', '(43,7)', '(33,2)', '(46,57)', '(2,13)', '(39,20)', '(14,65)']","[1, 0, 1, 0, 1]"
96,"[0, 3, 5, 6, 8, 9, 10, 12, 15, 19, 21, 23, 25, 27, 29, 32, 36, 37, 39, 45, 47, 49, 51, 54, 55, 56, 58, 59, 60, 68, 71, 75, 78, 80, 82, 83, 85, 87, 95, 91, 54, 34, 74, 97, 99]","[61, 38, 12, 96, 18, 33, 68, 45, 35, 91, 47, 37, 59, 90, 15, 86, 76, 58, 52, 56, 64, 32, 7, 98, 73, 0, 1, 43, 21, 78, 70, 84, 85, 28, 48, 46, 26, 89, 13, 24, 5, 53, 87, 57, 39, 81, 16, 34, 49, 44, 8, 55, 69, 99, 82, 77, 66, 41, 88, 80, 40, 10, 3, 42, 92, 65, 54, 23, 50, 71, 11, 75, 17, 79, 20, 6, 22, 97, 51, 29]","['(68,9)', '(16,34)', '(45,61)', '(54,25)', '(26,67)', '(82,71)', '(31,33)', '(29,39)', '(30,100)', '(97,66)', '(69,27)', '(85,22)', '(4,88)', '(39,19)', '(73,9)', '(2,80)', '(40,58)', '(59,96)', '(94,34)', '(19,66)', '(1,78)', '(54,37)', '(99,88)', '(33,45)', '(17,85)', '(73,10)', '(13,29)', '(19,39)', '(97,29)', '(80,41)', '(47,92)', '(83,6)', '(10,9)', '(50,63)', '(4,76)', '(95,4)', '(3,94)', '(33,41)', '(50,96)', '(73,38)', '(3,55)', '(91,38)', '(30,90)', '(88,70)', '(25,0)', '(16,20)', '(58,18)', '(38,39)', '(98,60)', '(11,22)', '(79,1)', '(87,79)', '(88,60)', '(18,91)', '(18,76)', '(7,20)', '(6,58)', '(2,35)', '(88,21)', '(86,53)', '(25,13)', '(60,85)', '(0,2)', '(43,32)', '(29,91)', '(69,75)', '(40,21)', '(76,66)', '(22,5)', '(15,97)', '(47,70)', '(19,25)', '(52,98)', '(0,71)']","[1, 0, 1, 0, 1]"
97,"[3, 5, 6, 8, 15, 16, 19, 21, 23, 27, 29, 34, 36, 37, 39, 40, 41, 42, 43, 46, 47, 51, 52, 54, 55, 57, 58, 59, 60, 62, 65, 66, 68, 71, 73, 80, 82, 83, 85, 87, 93, 95, 84, 14, 92, 25, 56, 19, 24, 29, 53, 34, 10, 57, 43, 91, 78, 22, 98, 85, 44, 1, 79, 64, 99, 59, 40, 28, 7, 9, 90, 73, 65, 58, 76, 77, 3, 8, 31, 72, 54, 39, 52, 55, 94, 89, 27, 36, 37, 32, 16, 97, 97, 67, 60, 61, 96, 26, 17, 86, 87, 74, 81, 42, 45, 0, 71, 18, 21, 83, 93, 62, 12, 49, 23, 6, 75, 88, 51, 2, 38, 5, 47, 46, 50, 63, 4, 41, 82, 11, 98, 99]","[68, 42, 0, 54, 2, 73, 19, 99, 46, 39, 8, 7, 85, 16, 28, 55, 95, 60, 45, 67, 27, 77, 38, 13, 40, 22, 86, 25, 34, 57, 21, 1, 32, 4, 91, 82, 12, 9, 84, 52, 30, 65, 44, 83, 53, 96, 50, 33, 26, 74, 14, 79, 89, 70, 20, 76, 97, 61, 35, 58, 80, 87, 24, 90, 31, 41, 66, 88, 62, 43, 94, 69, 64, 18, 75, 92, 48, 17, 59, 11, 10, 47, 98, 78, 51, 63, 81, 3, 93, 72, 23, 37, 6]","['(63,27)', '(39,72)']","[1, 0, 0, 0, 1]"
